16.174624065693568,19.988894811184228,18.56855236163734,20.261620931876248,18.827350219543447,17.868309710166894
17.20962141326664,17.321932969562827,17.750241959333675,18.88036034545721,19.929431647848258,19.64295937284488
19.95115117032056,20.371451638242874,20.76654661494018,21.509339142245135,20.8850825398838,20.78176189525897
20.040754883801288,21.052351987900106,21.983891232700234,22.074681509463968,22.744235517536335,23.064756940135297
22.34369289774627,23.111223961637265,22.790202312071425,23.687718212077254,23.310015485623314,23.905787615751596
25.340407655224112,25.348781338096916,25.743650947834155,27.593141411414695,27.422953424071114,25.531800840693123
25.481027762870397,25.755029218336897,27.814819977055304,32.85121894358948,30.570576729229405,28.27732797859883
29.01612825785862,28.979258593954825,29.464364130508745,27.433556884272395,27.226942069969482,28.649099569083628
28.242467709512407,28.46610572368262,33.467759136777765,32.81369063699119,32.3795393593119,31.355897991022236
32.40726981801746,28.87133782383012,30.102244948899138,35.37336196616761,44.41946419471393,32.6082918001174
